EAR,MAR,TIME
0.2031705408663753,0.7210429196808836,15:27:30.328235
0.2031705408663753,0.7210429196808836,15:27:30.328235
0.2205349318906888,0.8184893416923064,15:27:30.520914
0.2031705408663753,0.7210429196808836,15:27:30.328235
0.2205349318906888,0.8184893416923064,15:27:30.520914
0.23628756937166928,0.7140748504337157,15:27:30.688908
0.2031705408663753,0.7210429196808836,15:27:30.328235
0.2205349318906888,0.8184893416923064,15:27:30.520914
0.23628756937166928,0.7140748504337157,15:27:30.688908
0.21682051639456257,0.7071067811865476,15:27:30.832871
0.2031705408663753,0.7210429196808836,15:27:30.328235
0.2205349318906888,0.8184893416923064,15:27:30.520914
0.23628756937166928,0.7140748504337157,15:27:30.688908
0.21682051639456257,0.7071067811865476,15:27:30.832871
0.21089992857220274,0.7380711874576984,15:27:30.976873
0.2031705408663753,0.7210429196808836,15:27:30.328235
0.2205349318906888,0.8184893416923064,15:27:30.520914
0.23628756937166928,0.7140748504337157,15:27:30.688908
0.21682051639456257,0.7071067811865476,15:27:30.832871
0.21089992857220274,0.7380711874576984,15:27:30.976873
0.18291149318646416,0.8705880962145323,15:27:31.128909
0.2031705408663753,0.7210429196808836,15:27:30.328235
0.2205349318906888,0.8184893416923064,15:27:30.520914
0.23628756937166928,0.7140748504337157,15:27:30.688908
0.21682051639456257,0.7071067811865476,15:27:30.832871
0.21089992857220274,0.7380711874576984,15:27:30.976873
0.18291149318646416,0.8705880962145323,15:27:31.128909
0.1834454412948321,1.0016625207040297,15:27:31.256913
0.2031705408663753,0.7210429196808836,15:27:30.328235
0.2205349318906888,0.8184893416923064,15:27:30.520914
0.23628756937166928,0.7140748504337157,15:27:30.688908
0.21682051639456257,0.7071067811865476,15:27:30.832871
0.21089992857220274,0.7380711874576984,15:27:30.976873
0.18291149318646416,0.8705880962145323,15:27:31.128909
0.1834454412948321,1.0016625207040297,15:27:31.256913
0.2563970828069092,1.0033250414080592,15:27:31.384870
0.2031705408663753,0.7210429196808836,15:27:30.328235
0.2205349318906888,0.8184893416923064,15:27:30.520914
0.23628756937166928,0.7140748504337157,15:27:30.688908
0.21682051639456257,0.7071067811865476,15:27:30.832871
0.21089992857220274,0.7380711874576984,15:27:30.976873
0.18291149318646416,0.8705880962145323,15:27:31.128909
0.1834454412948321,1.0016625207040297,15:27:31.256913
0.2563970828069092,1.0033250414080592,15:27:31.384870
0.20893537308280224,0.9417808055107662,15:27:31.513365
0.2031705408663753,0.7210429196808836,15:27:30.328235
0.2205349318906888,0.8184893416923064,15:27:30.520914
0.23628756937166928,0.7140748504337157,15:27:30.688908
0.21682051639456257,0.7071067811865476,15:27:30.832871
0.21089992857220274,0.7380711874576984,15:27:30.976873
0.18291149318646416,0.8705880962145323,15:27:31.128909
0.1834454412948321,1.0016625207040297,15:27:31.256913
0.2563970828069092,1.0033250414080592,15:27:31.384870
0.20893537308280224,0.9417808055107662,15:27:31.513365
0.2567610361700705,1.036507887943605,15:27:31.673113
0.2031705408663753,0.7210429196808836,15:27:30.328235
0.2205349318906888,0.8184893416923064,15:27:30.520914
0.23628756937166928,0.7140748504337157,15:27:30.688908
0.21682051639456257,0.7071067811865476,15:27:30.832871
0.21089992857220274,0.7380711874576984,15:27:30.976873
0.18291149318646416,0.8705880962145323,15:27:31.128909
0.1834454412948321,1.0016625207040297,15:27:31.256913
0.2563970828069092,1.0033250414080592,15:27:31.384870
0.20893537308280224,0.9417808055107662,15:27:31.513365
0.2567610361700705,1.036507887943605,15:27:31.673113
0.2589176150370284,0.9767766595481293,15:27:31.793156
0.2031705408663753,0.7210429196808836,15:27:30.328235
0.2205349318906888,0.8184893416923064,15:27:30.520914
0.23628756937166928,0.7140748504337157,15:27:30.688908
0.21682051639456257,0.7071067811865476,15:27:30.832871
0.21089992857220274,0.7380711874576984,15:27:30.976873
0.18291149318646416,0.8705880962145323,15:27:31.128909
0.1834454412948321,1.0016625207040297,15:27:31.256913
0.2563970828069092,1.0033250414080592,15:27:31.384870
0.20893537308280224,0.9417808055107662,15:27:31.513365
0.2567610361700705,1.036507887943605,15:27:31.673113
0.2589176150370284,0.9767766595481293,15:27:31.793156
0.3234169909191745,0.9368420253086102,15:27:31.921113
0.2031705408663753,0.7210429196808836,15:27:30.328235
0.2205349318906888,0.8184893416923064,15:27:30.520914
0.23628756937166928,0.7140748504337157,15:27:30.688908
0.21682051639456257,0.7071067811865476,15:27:30.832871
0.21089992857220274,0.7380711874576984,15:27:30.976873
0.18291149318646416,0.8705880962145323,15:27:31.128909
0.1834454412948321,1.0016625207040297,15:27:31.256913
0.2563970828069092,1.0033250414080592,15:27:31.384870
0.20893537308280224,0.9417808055107662,15:27:31.513365
0.2567610361700705,1.036507887943605,15:27:31.673113
0.2589176150370284,0.9767766595481293,15:27:31.793156
0.3234169909191745,0.9368420253086102,15:27:31.921113
0.31019801437527655,1.536593743287574,15:27:32.081110
0.2031705408663753,0.7210429196808836,15:27:30.328235
0.2205349318906888,0.8184893416923064,15:27:30.520914
0.23628756937166928,0.7140748504337157,15:27:30.688908
0.21682051639456257,0.7071067811865476,15:27:30.832871
0.21089992857220274,0.7380711874576984,15:27:30.976873
0.18291149318646416,0.8705880962145323,15:27:31.128909
0.1834454412948321,1.0016625207040297,15:27:31.256913
0.2563970828069092,1.0033250414080592,15:27:31.384870
0.20893537308280224,0.9417808055107662,15:27:31.513365
0.2567610361700705,1.036507887943605,15:27:31.673113
0.2589176150370284,0.9767766595481293,15:27:31.793156
0.3234169909191745,0.9368420253086102,15:27:31.921113
0.31019801437527655,1.536593743287574,15:27:32.081110
0.3525694635484907,0.14120226591665966,15:27:41.473492
0.2031705408663753,0.7210429196808836,15:27:30.328235
0.2205349318906888,0.8184893416923064,15:27:30.520914
0.23628756937166928,0.7140748504337157,15:27:30.688908
0.21682051639456257,0.7071067811865476,15:27:30.832871
0.21089992857220274,0.7380711874576984,15:27:30.976873
0.18291149318646416,0.8705880962145323,15:27:31.128909
0.1834454412948321,1.0016625207040297,15:27:31.256913
0.2563970828069092,1.0033250414080592,15:27:31.384870
0.20893537308280224,0.9417808055107662,15:27:31.513365
0.2567610361700705,1.036507887943605,15:27:31.673113
0.2589176150370284,0.9767766595481293,15:27:31.793156
0.3234169909191745,0.9368420253086102,15:27:31.921113
0.31019801437527655,1.536593743287574,15:27:32.081110
0.3525694635484907,0.14120226591665966,15:27:41.473492
0.3487372457394219,0.0804737854124365,15:27:41.591527
